Описание;Цена;Рейтинг;Ссылка
Смартфон Samsung Galaxy A35 5G 8/128Gb,  SM-A356E,  голубой;27990₽;4.5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a35-5g-sm-a356e-128gb-8gb-goluboi-3g-4g-6-6-10-2019260/
Смартфон Huawei nova Y61 4/128Gb,  EVE-LX9N,  синий;13990₽;5;https://www.citilink.ru/product/smartfon-huawei-nova-y61-4-128gb-eve-lx9n-sinii-2011648/
Смартфон Samsung Galaxy S24+ 12/256Gb,  SM-S926B,  фиолетовый;92990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-256gb-sm-s926b-fioletovyi-2000205/
Смартфон Honor X8b 8/128Gb,  полночный черный;17990₽;5;https://www.citilink.ru/product/smartfon-honor-x8b-8-128gb-polnochnyi-chernyi-1998146/
Смартфон Apple iPhone 14 128Gb,  A2884,  фиолетовый;74990₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-14-128gb-a2884-fioletovyi-1993348/
Смартфон Honor Magic 5 12/256Gb,  голубой ледяной;69580₽;4.8;https://www.citilink.ru/product/smartfon-honor-magic-5-12-256gb-goluboi-ledyanoi-1992214/
Смартфон Apple iPhone 15 128Gb,  A3090,  зеленый;85390₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-128gb-a3090-zelenyi-1982729/
Смартфон Xiaomi Poco F5 8/256Gb,  синий;44990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-poco-f5-8-256gb-sinii-1924740/
Смартфон Xiaomi Redmi Note 12S 6/128Gb,  голубой;25990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-redmi-note-12s-6-128gb-goluboi-1924734/
Смартфон INFINIX Hot 30 4/128Gb,  X6831,  черный;13990₽;5;https://www.citilink.ru/product/smartfon-infinix-hot-30-4-128gb-x6831-chernyi-1914737/
Смартфон INFINIX Hot 30 8/128Gb,  X6831,  белый;16990₽;4.5;https://www.citilink.ru/product/smartfon-infinix-hot-30-8-128gb-x6831-belyi-1914525/
Смартфон iQOO Z9 12/512Gb,  черный;41990₽;;https://www.citilink.ru/product/smartfon-iqoo-z9-512gb-12gb-chernyi-3g-4g-6-78-amoled-1260x2800-and14-2065569/
Смартфон ITEL P65 6/256Gb,  P671LN,  красный;13990₽;5;https://www.citilink.ru/product/smartfon-itel-p65-p671ln-256gb-6gb-krasnyi-3g-4g-2sim-6-67-ips-720x160-2052148/
Смартфон Samsung Galaxy A06 6/128Gb,  SM-A065F,  черный;13990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a06-sm-a065f-128gb-6gb-chernyi-3g-4g-6-7-720x1-2063110/
Смартфон Apple iPhone 15 256Gb,  A3090,  розовый;98290₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-a3090-256gb-rozovyi-3g-4g-1sim-6-1-ios-17-802-1982735/
Смартфон Apple iPhone 16 128Gb,  A3287,  розовый;106590₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-128gb-a3287-rozovyi-2063152/
Смартфон TECNO Spark 30 8/256Gb,  черный;13990₽;;https://www.citilink.ru/product/smartfon-tecno-spark-30-256gb-8gb-chernyi-3g-4g-6-67-720x1600-and13-50-2061578/
Смартфон Apple iPhone 16 Pro Max 256Gb,  A3297,  титан;181890₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-max-256gb-a3297-titan-2060487/
Смартфон Apple iPhone 16 Pro 128Gb,  A3292,  бежевый титан;147790₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-128gb-a3294-bezhevyi-titan-2060389/
Смартфон GOOGLE Pixel 9 Pro XL 16/256Gb,  розовый;150990₽;;https://www.citilink.ru/product/smartfon-google-9-pro-xl-256gb-16gb-rozovyi-3g-4g-2sim-6-8-oled-1344x2-2059307/
Смартфон GOOGLE Pixel 9 Pro XL 16/256Gb,  серый;150990₽;;https://www.citilink.ru/product/smartfon-google-9-pro-xl-256gb-16gb-seryi-3g-4g-2sim-6-8-oled-1344x299-2059304/
Смартфон Xiaomi Mix Flip 12/512Gb,  2405CPX3DG,  черный;129990₽;;https://www.citilink.ru/product/smartfon-xiaomi-mix-flip-2405cpx3dg-512gb-12gb-chernyi-3g-4g-6-86-1224-2058582/
Смартфон Samsung Galaxy S24 FE 8/256Gb,  SM-S721B,  серый;69990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-fe-sm-s721b-256gb-8gb-seryi-3g-4g-6-7-1080-2058093/
Смартфон Samsung Galaxy S24 FE 8/128Gb,  SM-S721B,  серый;64990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-fe-sm-s721b-128gb-8gb-seryi-3g-4g-6-7-1080-2058084/
Смартфон Apple iPhone 16 128Gb,  A3287,  розовый;106590₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-128gb-a3287-rozovyi-2057439/
Смартфон Apple iPhone 16 128Gb,  A3287,  белый;106590₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-128gb-a3287-belyi-2057438/
Смартфон Xiaomi 14T 12/512Gb,  2406APNFAG,  лайм;56990₽;;https://www.citilink.ru/product/smartfon-xiaomi-14t-2406apnfag-512gb-12gb-laim-3g-4g-6-36-1200x2670-an-2055790/
"Смартфон Apple iPhone 12 Pro Max 256Gb ""Как новый"",  A2411,  графитовый";89990₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-12-pro-max-a2411-256gb-6gb-kak-novyi-grafit-3g-4-2044467/
Смартфон Samsung Galaxy Z Flip 6 12/512Gb,  SM-F741B,  серый;129990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-6-5g-sm-f741b-512gb-8gb-seryi-3g-4g-6-7-2031496/
Смартфон Samsung Galaxy Z Flip 6 12/256Gb,  SM-F741B,  желтый;119990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-6-5g-sm-f741b-256gb-8gb-zheltyi-3g-4g-6-2031488/
Смартфон Samsung Galaxy Z Flip 6 12/256Gb,  SM-F741B,  мятный;119990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-6-5g-sm-f741b-256gb-8gb-myatnyi-3g-4g-6-2031469/
Смартфон Samsung Galaxy Z Fold 6 12/512Gb,  SM-F956B,  синий;199990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-6-5g-sm-f956b-512gb-12gb-sinii-3g-4g-7-2031412/
Смартфон Xiaomi Redmi 13 6/128 Gb,  черный;14990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-13-128gb-6gb-chernyi-3g-4g-2sim-6-79-ips-1080x24-2029540/
Смартфон Huawei Pura 70 12/256Gb,  ADY-LX9,  розовый;59990₽;;https://www.citilink.ru/product/smartfon-huawei-pura70-ady-lx9-256gb-12gb-rozovyi-3g-4g-6-67-1080x2400-2021537/
Смартфон Samsung Galaxy A55 5G 8/128Gb,  SM-A556E,  желтый;34990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a55-5g-sm-a556e-128gb-8gb-zheltyi-3g-4g-6-6-10-2011557/
Смартфон ITEL P55 8/128Gb,  A666LN,  голубой;10490₽;5;https://www.citilink.ru/product/smartfon-itel-p55-8-128gb-a666ln-goluboi-2010159/
Смартфон Samsung Galaxy S24 Ultra 12/512Gb,  черный титан;129990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-ultra-5g-12-512gb-sm-s928b-chernyi-titan-2004295/
Смартфон Samsung Galaxy S24+ 12/512Gb,  SM-S926B,  черный;105990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-512gb-sm-s926b-chernyi-2004291/
Смартфон Honor Magic V2 16/512Gb,  фиолетовый;139990₽;5;https://www.citilink.ru/product/smartfon-honor-magic-v2-16-512gb-fioletovyi-2000756/
Смартфон ITEL A70 3/128Gb,  A665L,  зеленый;6990₽;5;https://www.citilink.ru/product/smartfon-itel-a70-3-128gb-a665l-zelenyi-1997702/
Смартфон Samsung Galaxy S23 FE 8/128Gb,  SM-S711B,  фиолетовый;56790₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s23-fe-5g-8-128gb-sm-s711b-fioletovyi-1983314/
Смартфон Apple iPhone 15 Pro Max 1Tb,  A3108,  титан;211490₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-pro-max-1tb-a3108-titan-1981745/
Смартфон Xiaomi Poco X5 5G 6/128Gb,  черный;28990₽;4.8;https://www.citilink.ru/product/smartfon-xiaomi-poco-x5-5g-6-128gb-chernyi-1901557/
Смартфон Samsung Galaxy A16 8/256Gb,  SM-A165F,  серебристый;21190₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a16-sm-a165f-256gb-4gb-seryi-3g-4g-6-7-1080x23-2069262/
Смартфон Samsung Galaxy A16 8/256Gb,  SM-A165F,  черный;21190₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a16-sm-a165f-256gb-4gb-chernyi-3g-4g-6-7-1080x-2069261/
Смартфон Samsung Galaxy A06 6/128Gb,  SM-A065F,  золотистый;13990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a06-sm-a065f-128gb-6gb-zolotistyi-3g-4g-6-7-72-2063115/
Смартфон Samsung Galaxy A55 5G 8/128Gb,  SM-A556E,  темно-синий;34990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a55-5g-sm-a556e-128gb-8gb-temno-sinii-3g-4g-6-2066281/
Смартфон Samsung Galaxy S21 FE 8/128Gb,  SM-G990E,  белый;42990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s21-fe-sm-g990e-128gb-8gb-belyi-3g-4g-6-4-1080-2065857/
Смартфон Apple iPhone 16 128Gb,  A3287,  белый;106590₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-128gb-a3287-belyi-2063155/
Смартфон Apple iPhone 16 128Gb,  A3287,  ультрамарин;106590₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-128gb-a3287-ultramarin-2063154/
Смартфон Xiaomi Redmi 14C 8/256Gb,  синий;13990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-14c-256gb-8gb-sinii-3g-4g-2sim-6-88-ips-1640x720-2062060/
Смартфон Xiaomi Redmi 14C 8/256Gb,  черный;13990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-14c-256gb-8gb-chernyi-3g-4g-2sim-6-88-ips-1640x7-2062058/
Смартфон Apple iPhone 16 Pro Max 512Gb,  A3297,  белый титан;210890₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-max-512gb-a3297-belyi-titan-2060129/
Смартфон GOOGLE Pixel 9 Pro XL 16/256Gb,  белый;150990₽;;https://www.citilink.ru/product/smartfon-google-9-pro-xl-256gb-16gb-belyi-3g-4g-2sim-6-8-oled-1344x299-2059306/
Смартфон Samsung Galaxy S24 FE 8/256Gb,  SM-S721B,  голубой;69990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-fe-sm-s721b-256gb-8gb-goluboi-3g-4g-6-7-10-2058090/
Смартфон Apple iPhone 16 Pro 128Gb,  A3294,  бежевый титан;147790₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-128gb-a3294-bezhevyi-titan-2057137/
Смартфон TECNO Camon 30S Pro 8/256Gb,  серый;22990₽;5;https://www.citilink.ru/product/smartfon-tecno-camon-30s-pro-256gb-8gb-seryi-3g-4g-6-78-1080x2436-and1-2056997/
Смартфон Samsung Galaxy A25 8/256Gb,  SM-A256E,  голубой;25990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a25-sm-a256e-256gb-8gb-goluboi-3g-4g-6-5-1080x-2056547/
Смартфон TECNO Phantom V Fold 2 12/512Gb,  серый;119990₽;5;https://www.citilink.ru/product/smartfon-tecno-phantom-v-fold-2-512gb-12gb-zelenyi-3g-4g-7-85-2000x229-2055739/
Смартфон Xiaomi Poco C61 3/64Gb,  зеленый;5990₽;;https://www.citilink.ru/product/smartfon-xiaomi-poco-c61-64gb-3gb-zelenyi-3g-4g-2sim-6-78-ips-720x1600-2054870/
Смартфон Meizu Note 21 Pro 8/256Gb,  M412H,  черный;22990₽;;https://www.citilink.ru/product/smartfon-meizu-note-21-pro-m2412-256gb-8gb-chernyi-3g-4g-6-78-1080x246-2050919/
Смартфон TECNO Camon 30 Premier 5G 12/512Gb,  черный;47990₽;;https://www.citilink.ru/product/smartfon-tecno-camon-30-premier-5g-512gb-12gb-chernyi-3g-4g-6-78-1080x-2045615/
Смартфон Samsung Galaxy Z Flip 6 12/512Gb,  SM-F741B,  голубой;129990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-6-5g-sm-f741b-512gb-8gb-goluboi-3g-4g-6-2031492/
Смартфон Samsung Galaxy Z Fold 6 12/1Tb,  SM-F956B,  серый;229990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-6-5g-sm-f956b-1tb-12gb-seryi-3g-4g-7-6-2031433/
Смартфон Samsung Galaxy Z Fold 6 12/256Gb,  SM-F956B,  розовый;189990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-6-5g-sm-f956b-256gb-12gb-rozovyi-3g-4g-2031409/
Смартфон Xiaomi Poco F6 12/512Gb,  серый;45990₽;;https://www.citilink.ru/product/smartfon-xiaomi-poco-f6-512gb-12gb-seryi-3g-4g-2sim-6-67-amoled-1220x2-2027567/
Смартфон Xiaomi Poco F6 8/256Gb,  черный;42990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-poco-f6-256gb-8gb-chernyi-3g-4g-2sim-6-67-amoled-1220x-2027565/
Смартфон Samsung Galaxy A35 5G 8/128Gb,  SM-A356E,  темно-синий;27990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a35-5g-sm-a356e-128gb-8gb-temno-sinii-3g-4g-6-2019255/
Смартфон vivo V30 Lite 8/128Gb,  V2342,  зеленый безмятежный;24990₽;5;https://www.citilink.ru/product/smartfon-vivo-v30-lite-v2342-128gb-8gb-zelenyi-3g-4g-6-56-720x1600-and-2015405/
Смартфон Huawei nova 12 SE 8/256Gb,  BNE-LX1,  зеленый;25990₽;5;https://www.citilink.ru/product/smartfon-huawei-nova-12-se-bne-lx1-256gb-8gb-zelenyi-3g-4g-6-8-1080x23-2015339/
Смартфон ASUS ROG Phone 8 12/256Gb,  AI2401_A,  серый;92990₽;;https://www.citilink.ru/product/smartfon-asus-rog-phone-8-ai2401-a-256gb-12gb-seryi-3g-4g-6-78-1080x24-2015095/
Смартфон TECNO Spark 20 Pro+ 8/256Gb,  зеленый;20990₽;4.7;https://www.citilink.ru/product/smartfon-tecno-spark-20-pro-8-256gb-zelenyi-2013479/
Смартфон Motorola Razr 40 5G 8/256Gb,  XT2323-1,  зеленый;84490₽;;https://www.citilink.ru/product/smartfon-motorola-razr-40-xt2323-1-256gb-8gb-zelenyi-3g-4g-6-9-1080x26-2012261/
Смартфон Samsung Galaxy A55 5G 8/128Gb,  SM-A556E,  темно-синий;34990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a55-5g-sm-a556e-128gb-8gb-temno-sinii-3g-4g-6-2011863/
Смартфон Samsung Galaxy A35 5G 8/256Gb,  SM-A356E,  желтый;31990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a35-5g-sm-a356e-256gb-8gb-zheltyi-3g-4g-6-6-10-2011544/
Смартфон Xiaomi 14 12/512Gb,  зеленый;94990₽;;https://www.citilink.ru/product/smartfon-xiaomi-14-12-512gb-zelenyi-2008779/
Смартфон Apple iPhone 13 128Gb,  A2633,  сияющая звезда;63690₽;;https://www.citilink.ru/product/smartfon-apple-iphone-13-128gb-a2633-siyayuschaya-zvezda-2008116/
Смартфон Samsung Galaxy S24+ 12/256Gb,  SM-S926B,  черный;92990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-256gb-sm-s926b-chernyi-2004287/
Смартфон Meizu Mblu 21 4/64Gb,  M2416,  синий;9990₽;;https://www.citilink.ru/product/smartfon-meizu-mblue-21-m2416-64gb-4gb-sinii-3g-4g-2sim-6-79-tft-720x1-2057342/
Смартфон INFINIX Hot 40 8/128Gb,  X6836,  черный;15990₽;4.7;https://www.citilink.ru/product/smartfon-infinix-hot-40-x6836-128gb-8gb-chernyi-3g-4g-2sim-6-78-ips-10-2000735/
Смартфон Samsung Galaxy S24 Ultra 12/256Gb,  черный титан;116990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-ultra-5g-12-256gb-sm-s928b-chernyi-titan-2000224/
Смартфон Samsung Galaxy S24 8/128Gb,  SM-S921B,  серый;74990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-8-128gb-sm-s921b-seryi-2000108/
Смартфон Samsung Galaxy S23 Ultra 12/512Gb,  SM-S918B,  кремовый;119990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s23-ultra-5g-12-512gb-sm-s918b-kremovyi-1997678/
Смартфон INFINIX Zero 30 8/256Gb,  X6731B,  золотой;25990₽;5;https://www.citilink.ru/product/smartfon-infinix-zero-30-8-256gb-x6731b-zolotoi-1993926/
Смартфон Apple iPhone 14 128Gb,  A2884,  голубой;74990₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-14-128gb-a2884-goluboi-1990123/
Смартфон Apple iPhone 15 Pro Max 1Tb,  A3108,  синий титан;211490₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-pro-max-1tb-a3108-sinii-titan-1981746/
Смартфон Apple iPhone 14 128Gb,  A2882,  сияющая звезда;74990₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-14-128gb-a2882-siyayuschaya-zvezda-1885617/
Смартфон Samsung Galaxy A16 4/128Gb,  SM-A165F,  черный;19990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a16-sm-a165f-128gb-4gb-chernyi-3g-4g-6-7-1080x-2069257/
Смартфон Samsung Galaxy A06 4/64Gb,  SM-A065F,  голубой;10990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a06-sm-a065f-64gb-4gb-goluboi-3g-4g-6-7-720x16-2063288/
Смартфон Apple iPhone 16 128Gb,  A3286,  ультрамарин;106590₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-a3286-128gb-ultram-3g-4g-1sim-6-1-1179x2556-i-2068857/
Смартфон INFINIX Zero 40 5G 12/512Gb,  X6861,  черный;42990₽;;https://www.citilink.ru/product/smartfon-infinix-zero-40-5g-x6861-512gb-12gb-chernyi-3g-4g-6-78-and14-2052876/
Смартфон INFINIX Zero 40 5G 12/512Gb,  X6861,  фиолетовый;42990₽;;https://www.citilink.ru/product/smartfon-infinix-zero-40-5g-x6861-512gb-12gb-fioletovyi-3g-4g-6-78-and-2052873/
Смартфон Samsung Galaxy S21 FE 8/128Gb,  SM-G990E,  оливковый;42990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s21-fe-sm-g990e-128gb-8gb-olivkovyi-3g-4g-6-4-2065856/
Смартфон TECNO Spark 30 8/128Gb,  черный;12190₽;;https://www.citilink.ru/product/smartfon-tecno-spark-30-kl6-128gb-8gb-chernyi-3g-4g-6-78-1080x2436-and-2065312/
Смартфон Samsung Galaxy A55 5G 8/128Gb,  SM-A556E,  голубой;34990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a55-5g-sm-a556e-128gb-8gb-goluboi-3g-4g-6-6-10-2066282/
Смартфон Xiaomi 14T 12/512Gb,  2406APNFAG,  титановый черный;56990₽;;https://www.citilink.ru/product/smartfon-xiaomi-14t-2406apnfag-512gb-12gb-tit-cher-3g-4g-6-67-1220x271-2062218/
Смартфон Apple iPhone 16 128Gb,  A3287,  белый;106590₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-128gb-a3287-belyi-2063155/
Смартфон Apple iPhone 16 128Gb,  A3287,  ультрамарин;106590₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-128gb-a3287-ultramarin-2063154/
Смартфон Xiaomi Redmi 14C 8/256Gb,  синий;13990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-14c-256gb-8gb-sinii-3g-4g-2sim-6-88-ips-1640x720-2062060/
Смартфон Xiaomi Redmi 14C 8/256Gb,  черный;13990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-14c-256gb-8gb-chernyi-3g-4g-2sim-6-88-ips-1640x7-2062058/
Смартфон Apple iPhone 16 Pro Max 512Gb,  A3297,  белый титан;210890₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-max-512gb-a3297-belyi-titan-2060129/
Смартфон GOOGLE Pixel 9 Pro XL 16/256Gb,  белый;150990₽;;https://www.citilink.ru/product/smartfon-google-9-pro-xl-256gb-16gb-belyi-3g-4g-2sim-6-8-oled-1344x299-2059306/
Смартфон Samsung Galaxy S24 FE 8/256Gb,  SM-S721B,  голубой;69990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-fe-sm-s721b-256gb-8gb-goluboi-3g-4g-6-7-10-2058090/
Смартфон Apple iPhone 16 Pro 128Gb,  A3294,  бежевый титан;147790₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-128gb-a3294-bezhevyi-titan-2057137/
Смартфон TECNO Camon 30S Pro 8/256Gb,  серый;22990₽;5;https://www.citilink.ru/product/smartfon-tecno-camon-30s-pro-256gb-8gb-seryi-3g-4g-6-78-1080x2436-and1-2056997/
Смартфон Samsung Galaxy A25 8/256Gb,  SM-A256E,  голубой;25990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a25-sm-a256e-256gb-8gb-goluboi-3g-4g-6-5-1080x-2056547/
Смартфон TECNO Phantom V Fold 2 12/512Gb,  серый;119990₽;5;https://www.citilink.ru/product/smartfon-tecno-phantom-v-fold-2-512gb-12gb-zelenyi-3g-4g-7-85-2000x229-2055739/
Смартфон Xiaomi Poco C61 3/64Gb,  зеленый;5990₽;;https://www.citilink.ru/product/smartfon-xiaomi-poco-c61-64gb-3gb-zelenyi-3g-4g-2sim-6-78-ips-720x1600-2054870/
Смартфон Meizu Note 21 Pro 8/256Gb,  M412H,  черный;22990₽;;https://www.citilink.ru/product/smartfon-meizu-note-21-pro-m2412-256gb-8gb-chernyi-3g-4g-6-78-1080x246-2050919/
Смартфон TECNO Camon 30 Premier 5G 12/512Gb,  черный;47990₽;;https://www.citilink.ru/product/smartfon-tecno-camon-30-premier-5g-512gb-12gb-chernyi-3g-4g-6-78-1080x-2045615/
Смартфон Samsung Galaxy Z Flip 6 12/512Gb,  SM-F741B,  голубой;129990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-6-5g-sm-f741b-512gb-8gb-goluboi-3g-4g-6-2031492/
Смартфон Samsung Galaxy Z Fold 6 12/1Tb,  SM-F956B,  серый;229990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-6-5g-sm-f956b-1tb-12gb-seryi-3g-4g-7-6-2031433/
Смартфон Samsung Galaxy Z Fold 6 12/256Gb,  SM-F956B,  розовый;189990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-6-5g-sm-f956b-256gb-12gb-rozovyi-3g-4g-2031409/
Смартфон Xiaomi Poco F6 12/512Gb,  серый;45990₽;;https://www.citilink.ru/product/smartfon-xiaomi-poco-f6-512gb-12gb-seryi-3g-4g-2sim-6-67-amoled-1220x2-2027567/
Смартфон Xiaomi Poco F6 8/256Gb,  черный;42990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-poco-f6-256gb-8gb-chernyi-3g-4g-2sim-6-67-amoled-1220x-2027565/
Смартфон Samsung Galaxy A35 5G 8/128Gb,  SM-A356E,  темно-синий;27990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a35-5g-sm-a356e-128gb-8gb-temno-sinii-3g-4g-6-2019255/
Смартфон vivo V30 Lite 8/128Gb,  V2342,  зеленый безмятежный;24990₽;5;https://www.citilink.ru/product/smartfon-vivo-v30-lite-v2342-128gb-8gb-zelenyi-3g-4g-6-56-720x1600-and-2015405/
Смартфон Huawei nova 12 SE 8/256Gb,  BNE-LX1,  зеленый;25990₽;5;https://www.citilink.ru/product/smartfon-huawei-nova-12-se-bne-lx1-256gb-8gb-zelenyi-3g-4g-6-8-1080x23-2015339/
Смартфон ASUS ROG Phone 8 12/256Gb,  AI2401_A,  серый;92990₽;;https://www.citilink.ru/product/smartfon-asus-rog-phone-8-ai2401-a-256gb-12gb-seryi-3g-4g-6-78-1080x24-2015095/
Смартфон TECNO Spark 20 Pro+ 8/256Gb,  зеленый;20990₽;4.7;https://www.citilink.ru/product/smartfon-tecno-spark-20-pro-8-256gb-zelenyi-2013479/
Смартфон Motorola Razr 40 5G 8/256Gb,  XT2323-1,  зеленый;84490₽;;https://www.citilink.ru/product/smartfon-motorola-razr-40-xt2323-1-256gb-8gb-zelenyi-3g-4g-6-9-1080x26-2012261/
Смартфон Samsung Galaxy A55 5G 8/128Gb,  SM-A556E,  темно-синий;34990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a55-5g-sm-a556e-128gb-8gb-temno-sinii-3g-4g-6-2011863/
Смартфон Samsung Galaxy A35 5G 8/256Gb,  SM-A356E,  желтый;31990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a35-5g-sm-a356e-256gb-8gb-zheltyi-3g-4g-6-6-10-2011544/
Смартфон Xiaomi 14 12/512Gb,  зеленый;94990₽;;https://www.citilink.ru/product/smartfon-xiaomi-14-12-512gb-zelenyi-2008779/
Смартфон Apple iPhone 13 128Gb,  A2633,  сияющая звезда;63690₽;;https://www.citilink.ru/product/smartfon-apple-iphone-13-128gb-a2633-siyayuschaya-zvezda-2008116/
Смартфон Samsung Galaxy S24+ 12/256Gb,  SM-S926B,  черный;92990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-256gb-sm-s926b-chernyi-2004287/
Смартфон Meizu Mblu 21 4/64Gb,  M2416,  синий;9990₽;;https://www.citilink.ru/product/smartfon-meizu-mblue-21-m2416-64gb-4gb-sinii-3g-4g-2sim-6-79-tft-720x1-2057342/
Смартфон INFINIX Hot 40 8/128Gb,  X6836,  черный;15990₽;4.7;https://www.citilink.ru/product/smartfon-infinix-hot-40-x6836-128gb-8gb-chernyi-3g-4g-2sim-6-78-ips-10-2000735/
Смартфон Samsung Galaxy S24 Ultra 12/256Gb,  черный титан;116990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-ultra-5g-12-256gb-sm-s928b-chernyi-titan-2000224/
Смартфон Samsung Galaxy S24 8/128Gb,  SM-S921B,  серый;74990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-8-128gb-sm-s921b-seryi-2000108/
Смартфон Samsung Galaxy S23 Ultra 12/512Gb,  SM-S918B,  кремовый;119990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s23-ultra-5g-12-512gb-sm-s918b-kremovyi-1997678/
Смартфон INFINIX Zero 30 8/256Gb,  X6731B,  золотой;25990₽;5;https://www.citilink.ru/product/smartfon-infinix-zero-30-8-256gb-x6731b-zolotoi-1993926/
Смартфон Apple iPhone 14 128Gb,  A2884,  голубой;74990₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-14-128gb-a2884-goluboi-1990123/
Смартфон Apple iPhone 15 Pro Max 1Tb,  A3108,  синий титан;211490₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-pro-max-1tb-a3108-sinii-titan-1981746/
Смартфон Apple iPhone 14 128Gb,  A2882,  сияющая звезда;74990₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-14-128gb-a2882-siyayuschaya-zvezda-1885617/
